CDS                                                             dN/dS   dN      dS 
ros.cds.fasta_GLEAN_10000279-chl.cds.fasta_GLEAN_10000279	0.8702	0.0105	0.0120
ros.cds.fasta_GLEAN_10000280-chl.cds.fasta_GLEAN_10000280	0.9384	0.0106	0.0113
ros.cds.fasta_GLEAN_10000281-chl.cds.fasta_GLEAN_10000281	0.4522	0.0020	0.0044
ros.cds.fasta_GLEAN_10000285-chl.cds.fasta_GLEAN_10000285	0.5625	0.0070	0.0125
ros.cds.fasta_GLEAN_10000287-chl.cds.fasta_GLEAN_10000287	2.4764	0.0208	0.0084
ros.cds.fasta_GLEAN_10000292-chl.cds.fasta_GLEAN_10000292	0.5728	0.0018	0.0032
ros.cds.fasta_GLEAN_10000293-chl.cds.fasta_GLEAN_10000293	0.8546	0.0193	0.0225
ros.cds.fasta_GLEAN_10000294-chl.cds.fasta_GLEAN_10000294	1.1769	0.0112	0.0095
ros.cds.fasta_GLEAN_10000314-chl.cds.fasta_GLEAN_10000314	0.3052	0.0039	0.0129
ros.cds.fasta_GLEAN_10000316-chl.cds.fasta_GLEAN_10000316	0.6206	0.0062	0.0100
ros.cds.fasta_GLEAN_10000326-chl.cds.fasta_GLEAN_10000326	0.4416	0.0028	0.0064
ros.cds.fasta_GLEAN_10000328-chl.cds.fasta_GLEAN_10000328	0.3291	0.0009	0.0027
ros.cds.fasta_GLEAN_10000330-chl.cds.fasta_GLEAN_10000330	0.1605	0.0011	0.0066
ros.cds.fasta_GLEAN_10000335-chl.cds.fasta_GLEAN_10000335	1.5575	0.0073	0.0047
ros.cds.fasta_GLEAN_10000336-chl.cds.fasta_GLEAN_10000336	1.6794	0.0063	0.0038
ros.cds.fasta_GLEAN_10000347-chl.cds.fasta_GLEAN_10000347	0.2859	0.0004	0.0014
ros.cds.fasta_GLEAN_10000350-chl.cds.fasta_GLEAN_10000350	0.6682	0.0050	0.0075
ros.cds.fasta_GLEAN_10000359-chl.cds.fasta_GLEAN_10000359	0.2094	0.0012	0.0058
ros.cds.fasta_GLEAN_10000364-chl.cds.fasta_GLEAN_10000364	0.6407	0.0073	0.0114
ros.cds.fasta_GLEAN_10000365-chl.cds.fasta_GLEAN_10000365	0.7025	0.0013	0.0019
ros.cds.fasta_GLEAN_10000373-chl.cds.fasta_GLEAN_10000373	0.2154	0.0005	0.0023
ros.cds.fasta_GLEAN_10000379-chl.cds.fasta_GLEAN_10000379	0.2669	0.0021	0.0080
ros.cds.fasta_GLEAN_10000386-chl.cds.fasta_GLEAN_10000386	1.8257	0.0055	0.0030
ros.cds.fasta_GLEAN_10000388-chl.cds.fasta_GLEAN_10000388	0.7891	0.0276	0.0350
ros.cds.fasta_GLEAN_10000391-chl.cds.fasta_GLEAN_10000391	0.0832	0.0007	0.0079
ros.cds.fasta_GLEAN_10000393-chl.cds.fasta_GLEAN_10000393	0.1078	0.0011	0.0104
ros.cds.fasta_GLEAN_10000394-chl.cds.fasta_GLEAN_10000394	0.2613	0.0051	0.0194
ros.cds.fasta_GLEAN_10000399-chl.cds.fasta_GLEAN_10000399	0.6018	0.0051	0.0085
ros.cds.fasta_GLEAN_10000403-chl.cds.fasta_GLEAN_10000403	0.8655	0.0031	0.0035
ros.cds.fasta_GLEAN_10000404-chl.cds.fasta_GLEAN_10000404	0.7597	0.0038	0.0050
ros.cds.fasta_GLEAN_10000405-chl.cds.fasta_GLEAN_10000405	2.5258	0.0036	0.0014
ros.cds.fasta_GLEAN_10000409-chl.cds.fasta_GLEAN_10000409	0.9232	0.0144	0.0155
ros.cds.fasta_GLEAN_10000410-chl.cds.fasta_GLEAN_10000410	1.8845	0.0264	0.0140
ros.cds.fasta_GLEAN_10000411-chl.cds.fasta_GLEAN_10000411	2.9142	0.0402	0.0138
ros.cds.fasta_GLEAN_10000412-chl.cds.fasta_GLEAN_10000412	1.6025	0.0448	0.0279
ros.cds.fasta_GLEAN_10000415-chl.cds.fasta_GLEAN_10000415	3.6005	0.0115	0.0032
ros.cds.fasta_GLEAN_10000417-chl.cds.fasta_GLEAN_10000417	2.3649	0.0199	0.0084
ros.cds.fasta_GLEAN_10000435-chl.cds.fasta_GLEAN_10000435	0.0654	0.0012	0.0183
ros.cds.fasta_GLEAN_10000436-chl.cds.fasta_GLEAN_10000436	0.3042	0.0006	0.0020
ros.cds.fasta_GLEAN_10000437-chl.cds.fasta_GLEAN_10000437	0.3448	0.0012	0.0035
ros.cds.fasta_GLEAN_10000438-chl.cds.fasta_GLEAN_10000438	2.9322	0.0067	0.0023
ros.cds.fasta_GLEAN_10000441-chl.cds.fasta_GLEAN_10000441	1.7701	0.0137	0.0078
ros.cds.fasta_GLEAN_10000448-chl.cds.fasta_GLEAN_10000448	0.2414	0.0024	0.0098
ros.cds.fasta_GLEAN_10000454-chl.cds.fasta_GLEAN_10000454	0.3141	0.0085	0.0271
ros.cds.fasta_GLEAN_10000455-chl.cds.fasta_GLEAN_10000455	0.3308	0.0003	0.0010
ros.cds.fasta_GLEAN_10000457-chl.cds.fasta_GLEAN_10000457	0.3342	0.0017	0.0052
ros.cds.fasta_GLEAN_10000460-chl.cds.fasta_GLEAN_10000460	0.6441	0.0035	0.0055
ros.cds.fasta_GLEAN_10000462-chl.cds.fasta_GLEAN_10000462	0.2963	0.0017	0.0056
ros.cds.fasta_GLEAN_10000464-chl.cds.fasta_GLEAN_10000464	1.4970	0.0093	0.0062
ros.cds.fasta_GLEAN_10000466-chl.cds.fasta_GLEAN_10000466	0.4386	0.0087	0.0198
ros.cds.fasta_GLEAN_10000469-chl.cds.fasta_GLEAN_10000469	0.1607	0.0007	0.0042
ros.cds.fasta_GLEAN_10000470-chl.cds.fasta_GLEAN_10000470	0.7020	0.0028	0.0040
ros.cds.fasta_GLEAN_10000472-chl.cds.fasta_GLEAN_10000472	0.3083	0.0014	0.0044
ros.cds.fasta_GLEAN_10000481-chl.cds.fasta_GLEAN_10000481	0.1667	0.0010	0.0059
ros.cds.fasta_GLEAN_10000487-chl.cds.fasta_GLEAN_10000487	2.9204	0.0291	0.0099
ros.cds.fasta_GLEAN_10000490-chl.cds.fasta_GLEAN_10000490	0.7677	0.0070	0.0091
ros.cds.fasta_GLEAN_10000492-chl.cds.fasta_GLEAN_10000492	1.4181	0.0143	0.0101
ros.cds.fasta_GLEAN_10000493-chl.cds.fasta_GLEAN_10000493	0.2154	0.0033	0.0152
ros.cds.fasta_GLEAN_10000494-chl.cds.fasta_GLEAN_10000494	0.5227	0.0065	0.0123
ros.cds.fasta_GLEAN_10000495-chl.cds.fasta_GLEAN_10000495	0.7437	0.0209	0.0281
ros.cds.fasta_GLEAN_10000497-chl.cds.fasta_GLEAN_10000497	1.2693	0.0138	0.0109
ros.cds.fasta_GLEAN_10000498-chl.cds.fasta_GLEAN_10000498	0.3688	0.0096	0.0261
ros.cds.fasta_GLEAN_10000499-chl.cds.fasta_GLEAN_10000499	0.2295	0.0040	0.0175
ros.cds.fasta_GLEAN_10000503-chl.cds.fasta_GLEAN_10000503	1.0733	0.0049	0.0046
ros.cds.fasta_GLEAN_10000506-chl.cds.fasta_GLEAN_10000506	0.6488	0.0010	0.0015
ros.cds.fasta_GLEAN_10000513-chl.cds.fasta_GLEAN_10000513	1.2897	0.0041	0.0032
ros.cds.fasta_GLEAN_10000517-chl.cds.fasta_GLEAN_10000517	0.3146	0.0003	0.0009
ros.cds.fasta_GLEAN_10000521-chl.cds.fasta_GLEAN_10000521	1.9704	0.0185	0.0094
ros.cds.fasta_GLEAN_10000523-chl.cds.fasta_GLEAN_10000523	0.1774	0.0011	0.0065
ros.cds.fasta_GLEAN_10000524-chl.cds.fasta_GLEAN_10000524	0.7091	0.0027	0.0038
ros.cds.fasta_GLEAN_10000529-chl.cds.fasta_GLEAN_10000529	1.5118	0.0068	0.0045
ros.cds.fasta_GLEAN_10000531-chl.cds.fasta_GLEAN_10000531	0.3186	0.0017	0.0053
ros.cds.fasta_GLEAN_10000533-chl.cds.fasta_GLEAN_10000533	1.4560	0.0145	0.0100
ros.cds.fasta_GLEAN_10000535-chl.cds.fasta_GLEAN_10000535	3.0139	0.0049	0.0016
ros.cds.fasta_GLEAN_10000537-chl.cds.fasta_GLEAN_10000537	0.6715	0.0037	0.0055
ros.cds.fasta_GLEAN_10000543-chl.cds.fasta_GLEAN_10000543	0.7649	0.0036	0.0047
ros.cds.fasta_GLEAN_10000545-chl.cds.fasta_GLEAN_10000545	1.6410	0.0071	0.0043
ros.cds.fasta_GLEAN_10000546-chl.cds.fasta_GLEAN_10000546	0.4637	0.0025	0.0054
ros.cds.fasta_GLEAN_10000552-chl.cds.fasta_GLEAN_10000552	0.1752	0.0007	0.0040
ros.cds.fasta_GLEAN_10000556-chl.cds.fasta_GLEAN_10000556	0.3395	0.0014	0.0042
ros.cds.fasta_GLEAN_10000558-chl.cds.fasta_GLEAN_10000558	0.3261	0.0028	0.0086
ros.cds.fasta_GLEAN_10000559-chl.cds.fasta_GLEAN_10000559	0.1239	0.0013	0.0109
ros.cds.fasta_GLEAN_10000563-chl.cds.fasta_GLEAN_10000563	0.5714	0.0087	0.0151
ros.cds.fasta_GLEAN_10000571-chl.cds.fasta_GLEAN_10000571	0.1154	0.0011	0.0094
ros.cds.fasta_GLEAN_10000572-chl.cds.fasta_GLEAN_10000572	0.5452	0.0084	0.0154
ros.cds.fasta_GLEAN_10000577-chl.cds.fasta_GLEAN_10000577	1.7728	0.0091	0.0051
ros.cds.fasta_GLEAN_10000580-chl.cds.fasta_GLEAN_10000580	0.3137	0.0008	0.0027
ros.cds.fasta_GLEAN_10000586-chl.cds.fasta_GLEAN_10000586	0.3455	0.0015	0.0044
ros.cds.fasta_GLEAN_10000591-chl.cds.fasta_GLEAN_10000591	0.1709	0.0009	0.0054
ros.cds.fasta_GLEAN_10000594-chl.cds.fasta_GLEAN_10000594	1.3256	0.0056	0.0042
ros.cds.fasta_GLEAN_10000595-chl.cds.fasta_GLEAN_10000595	0.0794	0.0009	0.0108
ros.cds.fasta_GLEAN_10000600-chl.cds.fasta_GLEAN_10000600	0.1460	0.0049	0.0336
ros.cds.fasta_GLEAN_10000603-chl.cds.fasta_GLEAN_10000603	0.1535	0.0005	0.0032
ros.cds.fasta_GLEAN_10000604-chl.cds.fasta_GLEAN_10000604	0.3237	0.0028	0.0085
ros.cds.fasta_GLEAN_10000605-chl.cds.fasta_GLEAN_10000605	0.1027	0.0014	0.0135
ros.cds.fasta_GLEAN_10000607-chl.cds.fasta_GLEAN_10000607	0.9932	0.0054	0.0054
ros.cds.fasta_GLEAN_10000614-chl.cds.fasta_GLEAN_10000614	0.5203	0.0051	0.0098
ros.cds.fasta_GLEAN_10000615-chl.cds.fasta_GLEAN_10000615	0.6470	0.0011	0.0017
ros.cds.fasta_GLEAN_10000617-chl.cds.fasta_GLEAN_10000617	0.1094	0.0005	0.0046
ros.cds.fasta_GLEAN_10000618-chl.cds.fasta_GLEAN_10000618	0.5197	0.0036	0.0069
ros.cds.fasta_GLEAN_10000620-chl.cds.fasta_GLEAN_10000620	0.3044	0.0004	0.0013
ros.cds.fasta_GLEAN_10000623-chl.cds.fasta_GLEAN_10000623	0.0775	0.0004	0.0053
ros.cds.fasta_GLEAN_10000628-chl.cds.fasta_GLEAN_10000628	0.6710	0.0013	0.0020
ros.cds.fasta_GLEAN_10000629-chl.cds.fasta_GLEAN_10000629	0.1501	0.0006	0.0037
ros.cds.fasta_GLEAN_10000633-chl.cds.fasta_GLEAN_10000633	0.1732	0.0010	0.0056
ros.cds.fasta_GLEAN_10000634-chl.cds.fasta_GLEAN_10000634	0.3579	0.0007	0.0021
ros.cds.fasta_GLEAN_10000635-chl.cds.fasta_GLEAN_10000635	0.9278	0.0095	0.0103
ros.cds.fasta_GLEAN_10000640-chl.cds.fasta_GLEAN_10000640	2.3626	0.0563	0.0238
ros.cds.fasta_GLEAN_10000641-chl.cds.fasta_GLEAN_10000641	1.0610	0.0230	0.0217
ros.cds.fasta_GLEAN_10000647-chl.cds.fasta_GLEAN_10000647	1.3947	0.0035	0.0025
ros.cds.fasta_GLEAN_10000665-chl.cds.fasta_GLEAN_10000665	0.2952	0.0022	0.0074
ros.cds.fasta_GLEAN_10000668-chl.cds.fasta_GLEAN_10000668	1.2663	0.0069	0.0054
ros.cds.fasta_GLEAN_10000670-chl.cds.fasta_GLEAN_10000670	0.2159	0.0012	0.0057
ros.cds.fasta_GLEAN_10000673-chl.cds.fasta_GLEAN_10000673	4.6570	0.0090	0.0019
ros.cds.fasta_GLEAN_10000676-chl.cds.fasta_GLEAN_10000676	2.5006	0.0099	0.0039
ros.cds.fasta_GLEAN_10000681-chl.cds.fasta_GLEAN_10000681	2.0868	0.0136	0.0065
ros.cds.fasta_GLEAN_10000682-chl.cds.fasta_GLEAN_10000682	2.1635	0.0104	0.0048
ros.cds.fasta_GLEAN_10000688-chl.cds.fasta_GLEAN_10000688	0.1315	0.0046	0.0349
ros.cds.fasta_GLEAN_10000689-chl.cds.fasta_GLEAN_10000689	0.1442	0.0065	0.0453
ros.cds.fasta_GLEAN_10000691-chl.cds.fasta_GLEAN_10000691	0.1844	0.0041	0.0224
ros.cds.fasta_GLEAN_10000692-chl.cds.fasta_GLEAN_10000692	0.1862	0.0025	0.0132
ros.cds.fasta_GLEAN_10000693-chl.cds.fasta_GLEAN_10000693	0.0638	0.0022	0.0343
ros.cds.fasta_GLEAN_10000694-chl.cds.fasta_GLEAN_10000694	0.1982	0.0080	0.0404
ros.cds.fasta_GLEAN_10000699-chl.cds.fasta_GLEAN_10000699	0.8132	0.0066	0.0082
ros.cds.fasta_GLEAN_10000703-chl.cds.fasta_GLEAN_10000703	0.6008	0.0019	0.0032
ros.cds.fasta_GLEAN_10000705-chl.cds.fasta_GLEAN_10000705	0.2918	0.0068	0.0234
ros.cds.fasta_GLEAN_10000706-chl.cds.fasta_GLEAN_10000706	0.2937	0.0026	0.0087
ros.cds.fasta_GLEAN_10000708-chl.cds.fasta_GLEAN_10000708	0.5176	0.0117	0.0226
ros.cds.fasta_GLEAN_10000709-chl.cds.fasta_GLEAN_10000709	0.6337	0.0058	0.0092
ros.cds.fasta_GLEAN_10000713-chl.cds.fasta_GLEAN_10000713	0.7091	0.0040	0.0056
ros.cds.fasta_GLEAN_10000716-chl.cds.fasta_GLEAN_10000716	0.1538	0.0007	0.0044
ros.cds.fasta_GLEAN_10000718-chl.cds.fasta_GLEAN_10000718	0.6791	0.0016	0.0024
ros.cds.fasta_GLEAN_10000719-chl.cds.fasta_GLEAN_10000719	0.0634	0.0006	0.0096
ros.cds.fasta_GLEAN_10000723-chl.cds.fasta_GLEAN_10000723	0.1067	0.0036	0.0335
ros.cds.fasta_GLEAN_10000727-chl.cds.fasta_GLEAN_10000727	0.6387	0.0016	0.0025
ros.cds.fasta_GLEAN_10000728-chl.cds.fasta_GLEAN_10000728	0.3226	0.0020	0.0063
ros.cds.fasta_GLEAN_10000729-chl.cds.fasta_GLEAN_10000729	0.1669	0.0011	0.0066
ros.cds.fasta_GLEAN_10000741-chl.cds.fasta_GLEAN_10000741	0.1262	0.0003	0.0021
ros.cds.fasta_GLEAN_10000742-chl.cds.fasta_GLEAN_10000742	0.8737	0.0083	0.0096
ros.cds.fasta_GLEAN_10000745-chl.cds.fasta_GLEAN_10000745	0.3084	0.0018	0.0060
ros.cds.fasta_GLEAN_10000752-chl.cds.fasta_GLEAN_10000752	0.2144	0.0020	0.0095
ros.cds.fasta_GLEAN_10000753-chl.cds.fasta_GLEAN_10000753	0.1512	0.0015	0.0102
ros.cds.fasta_GLEAN_10000754-chl.cds.fasta_GLEAN_10000754	0.1680	0.0006	0.0038
ros.cds.fasta_GLEAN_10000761-chl.cds.fasta_GLEAN_10000761	0.1109	0.0010	0.0095
ros.cds.fasta_GLEAN_10000765-chl.cds.fasta_GLEAN_10000765	0.9092	0.0019	0.0021
ros.cds.fasta_GLEAN_10000767-chl.cds.fasta_GLEAN_10000767	0.9659	0.0022	0.0023
ros.cds.fasta_GLEAN_10000768-chl.cds.fasta_GLEAN_10000768	0.1601	0.0014	0.0090
ros.cds.fasta_GLEAN_10000769-chl.cds.fasta_GLEAN_10000769	0.3229	0.0011	0.0033
ros.cds.fasta_GLEAN_10000778-chl.cds.fasta_GLEAN_10000778	1.3329	0.0168	0.0126
ros.cds.fasta_GLEAN_10000779-chl.cds.fasta_GLEAN_10000779	0.7091	0.0095	0.0134
ros.cds.fasta_GLEAN_10000780-chl.cds.fasta_GLEAN_10000780	0.5213	0.0097	0.0187
ros.cds.fasta_GLEAN_10000781-chl.cds.fasta_GLEAN_10000781	0.7676	0.0151	0.0197
ros.cds.fasta_GLEAN_10000782-chl.cds.fasta_GLEAN_10000782	1.0719	0.0098	0.0092
ros.cds.fasta_GLEAN_10000783-chl.cds.fasta_GLEAN_10000783	0.6439	0.0096	0.0150
ros.cds.fasta_GLEAN_10000793-chl.cds.fasta_GLEAN_10000793	0.8619	0.0262	0.0304
ros.cds.fasta_GLEAN_10000796-chl.cds.fasta_GLEAN_10000796	1.7150	0.0013	0.0008
ros.cds.fasta_GLEAN_10000807-chl.cds.fasta_GLEAN_10000807	0.5155	0.0068	0.0132
ros.cds.fasta_GLEAN_10000810-chl.cds.fasta_GLEAN_10000810	0.8863	0.0038	0.0043
ros.cds.fasta_GLEAN_10000813-chl.cds.fasta_GLEAN_10000813	0.3111	0.0007	0.0022
ros.cds.fasta_GLEAN_10000821-chl.cds.fasta_GLEAN_10000821	0.8738	0.0071	0.0081
ros.cds.fasta_GLEAN_10000822-chl.cds.fasta_GLEAN_10000822	0.1159	0.0014	0.0121
ros.cds.fasta_GLEAN_10000825-chl.cds.fasta_GLEAN_10000825	0.3361	0.0028	0.0083
ros.cds.fasta_GLEAN_10000830-chl.cds.fasta_GLEAN_10000830	0.6202	0.0005	0.0009
ros.cds.fasta_GLEAN_10000838-chl.cds.fasta_GLEAN_10000838	0.5077	0.0026	0.0051
ros.cds.fasta_GLEAN_10000839-chl.cds.fasta_GLEAN_10000839	1.4531	0.0018	0.0013
ros.cds.fasta_GLEAN_10000841-chl.cds.fasta_GLEAN_10000841	0.1486	0.0006	0.0042
ros.cds.fasta_GLEAN_10000842-chl.cds.fasta_GLEAN_10000842	0.4730	0.0017	0.0036
ros.cds.fasta_GLEAN_10000846-chl.cds.fasta_GLEAN_10000846	0.9442	0.0019	0.0020
ros.cds.fasta_GLEAN_10000859-chl.cds.fasta_GLEAN_10000859	0.7152	0.0105	0.0147
ros.cds.fasta_GLEAN_10000861-chl.cds.fasta_GLEAN_10000861	0.3297	0.0034	0.0102
ros.cds.fasta_GLEAN_10000862-chl.cds.fasta_GLEAN_10000862	1.0461	0.0056	0.0053
ros.cds.fasta_GLEAN_10000870-chl.cds.fasta_GLEAN_10000870	0.3142	0.0028	0.0089
ros.cds.fasta_GLEAN_10000873-chl.cds.fasta_GLEAN_10000873	7.7251	0.0100	0.0013
ros.cds.fasta_GLEAN_10000881-chl.cds.fasta_GLEAN_10000881	0.3434	0.0078	0.0228
ros.cds.fasta_GLEAN_10000882-chl.cds.fasta_GLEAN_10000882	1.6102	0.0112	0.0070
ros.cds.fasta_GLEAN_10000885-chl.cds.fasta_GLEAN_10000885	1.5376	0.0096	0.0063
ros.cds.fasta_GLEAN_10000887-chl.cds.fasta_GLEAN_10000887	0.2935	0.0025	0.0084
ros.cds.fasta_GLEAN_10000888-chl.cds.fasta_GLEAN_10000888	0.1441	0.0025	0.0175
ros.cds.fasta_GLEAN_10000889-chl.cds.fasta_GLEAN_10000889	0.9385	0.0283	0.0302
ros.cds.fasta_GLEAN_10000892-chl.cds.fasta_GLEAN_10000892	1.0960	0.0229	0.0209
ros.cds.fasta_GLEAN_10000894-chl.cds.fasta_GLEAN_10000894	2.0819	0.0200	0.0096
ros.cds.fasta_GLEAN_10000895-chl.cds.fasta_GLEAN_10000895	0.8678	0.0111	0.0128
ros.cds.fasta_GLEAN_10000898-chl.cds.fasta_GLEAN_10000898	0.7923	0.0051	0.0064
ros.cds.fasta_GLEAN_10000903-chl.cds.fasta_GLEAN_10000903	0.6508	0.0007	0.0011
ros.cds.fasta_GLEAN_10000905-chl.cds.fasta_GLEAN_10000905	2.6717	0.0269	0.0101
